-3,2,1.3,-0.2,0.3,-0.2,
-3.07455,2.12915,1.187,-0.149201,0.258188,-0.226003,
-3.12785,2.21974,1.0854,-0.106778,0.181072,-0.203186,
-3.15559,2.29897,0.969658,-0.0555471,0.158343,-0.231491,
-3.15369,2.36722,0.876674,0.00374899,0.136362,-0.185968,
-3.14342,2.42569,0.788035,0.0204967,0.116891,-0.177278,
-3.09956,2.47762,0.690671,0.0876891,0.103695,-0.194726,
-3.04747,2.52138,0.612035,0.104149,0.0874988,-0.157272,
-2.99184,2.54429,0.564544,0.111146,0.0457944,-0.0949811,
-2.93348,2.54495,0.517302,0.116618,0.00130609,-0.0944831,
-2.87165,2.53973,0.472094,0.123645,-0.0104562,-0.0904152,
-2.80673,2.52901,0.428888,0.129808,-0.0214487,-0.0864118,
-2.73914,2.51317,0.387649,0.135155,-0.0316943,-0.082478,
-2.66927,2.49256,0.34834,0.139733,-0.0412162,-0.0786185,
-2.59746,2.46755,0.310921,0.143587,-0.0500378,-0.0748374,
-2.52408,2.43846,0.275351,0.146761,-0.058183,-0.0711384,
-2.44949,2.40179,0.246784,0.14914,-0.0733544,-0.0571339,
-2.37117,2.33505,0.2184,0.156489,-0.133486,-0.0567682,
-2.28268,2.2632,0.212933,0.176978,-0.143745,-0.0109339,
-2.16877,2.1777,0.203532,0.227752,-0.171125,-0.0188032,
-2.05773,2.09259,0.194292,0.222093,-0.170194,-0.0184791,
-1.9496,2.00812,0.185225,0.216267,-0.168932,-0.0181329,
-1.45465,1.60021,0.142796,0.185541,-0.158455,-0.0161498,
-0.639015,0.836057,0.0687593,0.118365,-0.120673,-0.0111912,
0.142967,0.0253082,0.08286,0.0226743,-0.0217576,0.00677721,
0,0,0,0,0,0,
