-8,2.4,7.3,-0.2,0.3,-0.2,
-8.04962,2.51879,7.17497,-0.0993962,0.237349,-0.250055,
-8.06606,2.58627,7.03959,-0.0331108,0.134788,-0.270762,
-8.02907,2.63066,6.88602,0.0738697,0.0885456,-0.307143,
-7.96139,2.66823,6.74586,0.135331,0.0749916,-0.280318,
-7.87856,2.69809,6.59916,0.165615,0.0596404,-0.293399,
-7.74199,2.72335,6.4154,0.27312,0.0502851,-0.367524,
-7.60496,2.73325,6.23963,0.273993,0.0197975,-0.351529,
-7.45617,2.72453,6.02547,0.29749,-0.017493,-0.428311,
-7.2551,2.72097,5.80026,0.402179,-0.00736321,-0.450424,
-7.0486,2.70396,5.58453,0.412943,-0.0340445,-0.431457,
-6.84754,2.69505,5.36657,0.402168,-0.017788,-0.435931,
-6.65201,2.69053,5.14617,0.391081,-0.00901357,-0.440791,
-6.45364,2.6801,4.92867,0.39672,-0.0208661,-0.435003,
-6.25316,2.66412,4.71438,0.400937,-0.0319696,-0.428567,
-6.00363,2.65843,4.49877,0.499117,-0.0116137,-0.431232,
-5.75657,2.64636,4.28727,0.494083,-0.0241174,-0.422983,
-5.5125,2.62847,4.08013,0.488134,-0.0357718,-0.414287,
-5.27181,2.60516,3.87753,0.48135,-0.0466008,-0.405195,
-5.0349,2.57683,3.67965,0.47381,-0.0566287,-0.395757,
-4.80589,2.53268,3.48391,0.45795,-0.088256,-0.391487,
-4.5622,2.44404,3.30548,0.487175,-0.177346,-0.356857,
-4.32328,2.34451,3.15267,0.477802,-0.199036,-0.305614,
-4.09084,2.24569,3.00287,0.46488,-0.197615,-0.299596,
-3.86499,2.14775,2.85624,0.451714,-0.195839,-0.293273,
-3.64582,2.05087,2.71289,0.438356,-0.193732,-0.286682,
-3.4334,1.95519,2.57296,0.424852,-0.191318,-0.279857,
-3.22778,1.86086,2.43655,0.411248,-0.188619,-0.272831,
-3.029,1.76801,2.30373,0.397587,-0.185659,-0.265635,
-2.85471,1.68233,2.16517,0.348612,-0.171245,-0.277129,
-2.68593,1.59812,2.031,0.337572,-0.168397,-0.268324,
-2.52405,1.52084,1.89767,0.323807,-0.154518,-0.266672,
-2.36758,1.44481,1.76901,0.312954,-0.152045,-0.257303,
-2.21654,1.3701,1.64503,0.302091,-0.149379,-0.247964,
-2.07092,1.29682,1.52569,0.291249,-0.146536,-0.238675,
-1.9307,1.22504,1.41097,0.280454,-0.143534,-0.229456,
-1.79584,1.15483,1.3008,0.269729,-0.140389,-0.220323,
-1.30895,0.890894,0.904683,0.227954,-0.126678,-0.184962,
-0.812773,0.60194,0.504212,0.17949,-0.108005,-0.144257,
-0.248261,0.238303,0.0552807,0.113563,-0.0777589,-0.0892517,
0.210563,-0.285582,-0.281037,-0.00945805,0.0175005,0.0105101,
0,0,0,0,0,0,
