-22.849,51.445,-83.552,0.021,0.037,0.028,
-22.7631,51.441,-83.4706,0.150688,-0.0452205,0.134756,
-22.5905,51.3436,-83.3239,0.19416,-0.149745,0.158666,
-22.3137,51.1498,-83.098,0.359194,-0.238345,0.293063,
-21.9106,50.8982,-82.8196,0.447002,-0.265001,0.263881,
-16.4815,42.9127,-71.8375,0.459417,-0.5808,1.13506,
-22.8357,51.4876,-83.5241,0.00568714,0.0483255,0.0278932,
-39.8663,-44.2655,21.3149,0.496847,-0.540841,1.35654,
-6.22776,33.1915,-53.7706,0.923876,-0.518629,1.12433,
-38.9907,-45.4126,24.0828,0.381685,-0.618303,1.39671,
4.43689,56.7472,-70.2975,0.56275,0.274443,0.449841,
-58.4099,-42.2173,19.2371,-0.879356,-0.440263,1.57751,
-9.30148,34.8606,-57.3172,0.760973,-0.619274,1.13244,
-63.1627,-43.3487,26.5145,-0.973826,-0.170944,1.39386,
-8.54666,34.2343,-56.1911,0.748667,-0.633353,1.11972,
69.9846,61.9245,47.4286,0.485107,0.41409,0.91596,
-66.9056,-72.2584,-59.0488,-1.13457,-0.782751,-0.0349635,
0.127446,-0.144211,-0.174926,-0.00903111,0.00675703,0.0155705,
0,0,0,0,0,0,
