-12.306,24.39,34.307,0.01,0.02,-0.015,
-12.227,24.3459,34.2465,0.147781,-0.108432,-0.106047,
-12.0534,24.1633,34.068,0.199006,-0.25696,-0.250928,
-11.7744,23.8456,33.7979,0.358752,-0.378858,-0.289279,
-11.3941,23.3926,33.529,0.401548,-0.52719,-0.248432,
-10.959,22.8646,33.2666,0.468574,-0.528937,-0.276372,
-10.4862,22.345,32.9795,0.477185,-0.510407,-0.297835,
-10.0058,21.8444,32.6825,0.483703,-0.490623,-0.296232,
-9.95628,21.7797,32.684,0.582341,-0.62037,-0.293257,
-9.34123,21.125,32.3872,0.647618,-0.68908,-0.300384,
-8.72417,20.3955,32.1006,0.586346,-0.76987,-0.27279,
-8.16676,19.591,31.8176,0.528333,-0.839011,-0.293205,
-7.66125,18.7211,31.5236,0.482567,-0.900598,-0.294726,
-7.17107,17.8286,31.2227,0.497861,-0.884535,-0.307119,
-6.70447,16.9477,30.9123,0.435376,-0.877014,-0.313606,
-6.30604,16.0222,30.583,0.361292,-0.973806,-0.345104,
-5.95239,15.0366,30.2507,0.345968,-0.997283,-0.319391,
-5.56278,14.046,29.9451,0.433314,-0.984253,-0.291813,
-5.07404,13.0716,29.6384,0.54424,-0.964803,-0.321624,
-4.49435,12.1429,29.3253,0.615353,-0.892612,-0.304606,
-3.87599,11.2823,29.0325,0.621529,-0.828728,-0.281015,
-3.28318,10.4685,28.7337,0.56419,-0.798696,-0.316398,
-2.74183,9.68861,28.4175,0.51864,-0.760924,-0.316078,
-2.23234,8.9351,28.0794,0.500396,-0.746044,-0.360149,
-1.74224,8.19768,27.7253,0.479871,-0.72875,-0.348126,
-1.2737,7.48633,27.3731,0.457313,-0.693893,-0.356111,
-0.828537,6.80478,27.0155,0.433092,-0.669137,-0.359157,
-0.414335,6.13167,26.639,0.395314,-0.676993,-0.393801,
-0.025312,5.46948,26.2396,0.382824,-0.647348,-0.405018,
0.333009,4.82948,25.8217,0.333872,-0.63253,-0.430765,
0.64102,4.20109,25.3875,0.282187,-0.624123,-0.437627,
0.914801,3.60106,24.9538,0.265506,-0.575893,-0.429894,
1.17469,3.04489,24.5107,0.254385,-0.536424,-0.456133,
1.42511,2.52438,24.0613,0.246549,-0.50457,-0.442709,
1.65274,2.02545,23.6193,0.208752,-0.493186,-0.441324,
1.84808,1.5465,23.1592,0.181999,-0.464662,-0.478954,
2.01749,1.09581,22.6635,0.156903,-0.436658,-0.512271,
2.16262,0.672834,22.1367,0.133418,-0.409227,-0.5415,
2.28504,0.276985,21.5825,0.111494,-0.382417,-0.566864,
2.38629,-0.0923823,21.0047,0.0910831,-0.356269,-0.588579,
2.46786,-0.43595,20.407,0.0721327,-0.330821,-0.606856,
2.53119,-0.754434,19.7926,0.0545901,-0.306105,-0.6219,
2.57766,-1.04858,19.1647,0.0384018,-0.282149,-0.633911,
2.60858,-1.31916,18.5262,0.0235136,-0.258977,-0.643084,
2.62525,-1.56697,17.8799,0.00987082,-0.236608,-0.649604,
2.62887,-1.79282,17.2283,-0.00258121,-0.215056,-0.653655,
2.6206,-1.99753,16.5737,-0.0138971,-0.194335,-0.655411,
2.60156,-2.18193,15.9185,-0.0241312,-0.17445,-0.65504,
2.5728,-2.34687,15.2646,-0.0333373,-0.155409,-0.652707,
2.53533,-2.49319,14.614,-0.0415687,-0.137211,-0.648566,
2.49008,-2.62173,13.9683,-0.0488778,-0.119856,-0.642768,
2.43797,-2.73334,13.3292,-0.0553163,-0.103341,-0.635456,
2.37982,-2.82884,12.6981,-0.0609345,-0.0876587,-0.626767,
2.31645,-2.90908,12.0763,-0.065782,-0.0728009,-0.616833,
2.24859,-2.97486,11.465,-0.0699068,-0.0587571,-0.605777,
2.17694,-3.027,10.8652,-0.0733559,-0.0455148,-0.593719,
2.10216,-3.06629,10.278,-0.0761747,-0.0330599,-0.580771,
2.02486,-3.09351,9.70406,-0.0784074,-0.0213765,-0.567041,
1.94559,-3.10942,9.14422,-0.0800964,-0.0104476,-0.55263,
1.86489,-3.11478,8.59909,-0.0812829,-0.000254846,-0.537632,
1.78324,-3.11029,8.0692,-0.0820065,0.00922127,-0.522139,
1.70107,-3.09668,7.55501,-0.082305,0.0180011,-0.506234,
1.61881,-3.07463,7.0569,-0.0822148,0.0261059,-0.489998,
1.50883,-3.04667,6.58336,-0.137727,0.0299462,-0.457068,
1.3737,-3.01278,6.13398,-0.132527,0.0378158,-0.441686,
1.21087,-2.97794,5.70905,-0.19315,0.03199,-0.408183,
1.02296,-2.94174,5.30799,-0.182649,0.0403907,-0.393928,
0.845484,-2.89754,4.92124,-0.172291,0.0479883,-0.379558,
0.373959,-2.72462,3.84753,-0.142319,0.0663107,-0.336262,
-0.120677,-2.42576,2.61635,-0.105649,0.0816029,-0.279683,
-0.796136,-1.5513,0.466298,-0.034543,0.0870505,-0.155364,
-0.109703,0.196147,-0.506806,0.0145645,-0.0020927,0.0244686,
0,0,0,0,0,0,
